Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Arsenal,25,38.0,969,25.5,726,82,52,64,34,11,119,3.13,86,11,6,11,4,1
Aston Villa,28,38.0,849,22.34,602,85,51,58,39,14,102,2.68,80,7,3,6,4,2
Bournemouth,29,38.0,1012,26.63,767,68,44,70,42,21,93,2.45,62,6,5,8,10,2
Brentford,28,38.0,780,20.53,569,74,40,51,35,11,113,2.97,78,11,5,9,9,1
Brighton,32,38.0,933,24.55,685,70,56,53,55,14,113,2.97,78,7,10,6,10,2
Chelsea,29,38.0,1061,27.92,811,60,58,70,39,23,109,2.87,75,5,9,9,7,4
Crystal Palace,29,38.0,877,23.08,633,76,33,71,48,16,89,2.34,60,8,6,8,6,1
Everton,26,38.0,713,18.76,530,65,44,31,31,12,68,1.79,46,4,6,4,5,3
Fulham,26,38.0,940,24.74,718,73,38,70,25,16,99,2.61,80,3,5,4,4,3
Ipswich Town,32,38.0,658,17.32,458,72,51,30,33,14,58,1.53,46,2,6,2,2,0
Leicester City,32,38.0,585,15.39,427,49,44,26,34,5,56,1.47,37,4,6,5,4,0
Liverpool,24,38.0,1151,30.29,881,70,82,73,27,18,147,3.87,111,7,12,10,6,1
Manchester City,30,38.0,1096,28.84,852,69,68,56,41,10,125,3.29,95,3,11,10,4,2
Manchester Utd,31,38.0,939,24.71,711,78,38,61,36,15,70,1.84,45,4,5,6,6,4
Newcastle Utd,24,38.0,938,24.68,711,73,39,53,37,25,115,3.03,94,7,3,5,4,2
Nott'ham Forest,23,38.0,798,21.0,569,74,35,60,40,20,91,2.39,58,10,3,8,8,4
Southampton,36,38.0,616,16.21,427,56,51,46,28,8,42,1.11,23,5,3,9,1,1
Tottenham,31,38.0,875,23.03,648,67,53,59,36,12,106,2.79,79,7,8,7,4,1
West Ham,27,38.0,815,21.45,582,69,48,65,34,17,67,1.76,42,5,3,13,3,1
Wolves,32,38.0,756,19.89,547,57,58,36,34,24,96,2.53,77,5,7,1,2,4
