Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Arsenal,1,38.0,69,2,0,12,2,61.5,0.35,-5.5,-0.14,215,661,32.5,1123,116,44.9,37.7,309,50.8,39.1,602,33,5.5,33,0.87,11.8
vs Aston Villa,2,38.0,58,3,0,9,2,57.7,0.33,1.7,0.04,149,380,39.2,882,167,30.6,32.4,262,42.0,34.2,462,40,8.7,44,1.16,13.1
vs Bournemouth,3,38.0,58,6,1,5,1,65.0,0.3,8.0,0.21,242,673,36.0,1233,155,41.2,36.5,343,48.1,37.5,637,47,7.4,50,1.32,13.7
vs Brentford,2,38.0,66,5,0,5,1,67.3,0.36,2.3,0.06,187,583,32.1,1160,184,40.3,35.7,252,45.6,36.6,534,44,8.2,67,1.76,15.6
vs Brighton,2,38.0,66,7,2,6,2,67.8,0.33,3.8,0.1,204,619,33.0,1368,187,35.5,33.4,298,44.6,36.2,541,29,5.4,64,1.68,15.8
vs Chelsea,2,38.0,64,4,2,7,3,68.9,0.32,7.9,0.21,180,583,30.9,1207,196,36.5,34.1,310,45.8,37.0,495,33,6.7,44,1.16,13.7
vs Crystal Palace,1,38.0,51,3,1,10,2,57.5,0.31,8.5,0.22,179,449,39.9,1224,206,27.8,30.3,248,44.0,36.8,490,39,8.0,54,1.42,14.4
vs Everton,1,38.0,42,2,1,4,3,40.3,0.28,1.3,0.03,101,332,30.4,1107,201,22.6,29.1,244,33.6,30.9,539,43,8.0,33,0.87,12.5
vs Fulham,1,38.0,54,3,0,3,1,55.3,0.31,2.3,0.06,140,480,29.2,1017,166,35.0,34.2,296,41.9,35.6,661,33,5.0,48,1.26,14.6
vs Ipswich Town,3,38.0,36,2,0,4,1,35.3,0.28,0.3,0.01,105,439,23.9,1154,112,29.5,31.8,206,48.1,38.6,388,37,9.5,46,1.21,15.0
vs Leicester City,3,38.0,33,2,0,3,0,33.6,0.3,0.6,0.02,124,336,36.9,1008,150,25.0,30.1,227,37.0,33.4,469,35,7.5,47,1.24,14.4
vs Liverpool,3,38.0,86,9,0,8,1,78.3,0.32,-6.7,-0.18,181,551,32.8,1073,173,37.7,35.1,347,42.1,34.4,610,36,5.9,44,1.16,12.7
vs Manchester City,2,38.0,72,3,1,6,1,69.2,0.32,-1.8,-0.05,191,559,34.2,1199,158,36.4,33.8,295,41.7,35.6,484,36,7.4,30,0.79,12.2
vs Manchester Utd,2,38.0,44,4,2,6,2,43.3,0.24,1.3,0.04,139,496,28.0,1094,145,34.1,33.3,257,47.9,38.6,509,36,7.1,59,1.55,14.6
vs Newcastle Utd,2,38.0,68,5,0,5,2,65.3,0.36,-0.7,-0.02,268,777,34.5,1175,160,51.3,40.1,310,56.1,42.1,535,44,8.2,44,1.16,12.8
vs Nott'ham Forest,1,38.0,58,3,0,10,1,53.6,0.32,-3.4,-0.09,86,335,25.7,1012,184,26.8,30.3,261,24.5,26.1,492,36,7.3,51,1.34,14.2
vs Southampton,3,38.0,26,0,0,2,1,29.8,0.27,4.8,0.13,103,356,28.9,989,129,30.2,32.1,176,32.4,29.8,443,35,7.9,37,0.97,15.4
vs Tottenham,4,38.0,64,3,1,9,3,57.8,0.31,-3.2,-0.08,214,616,34.7,1007,149,45.3,37.6,271,59.0,44.4,576,34,5.9,28,0.74,12.1
vs West Ham,2,38.0,46,3,1,5,3,43.7,0.3,0.7,0.02,164,494,33.2,1101,146,36.4,34.1,239,38.9,33.2,454,35,7.7,39,1.03,14.1
vs Wolves,4,38.0,54,0,1,5,1,45.1,0.29,-7.9,-0.21,140,421,33.3,1085,170,30.9,32.9,260,33.1,30.6,428,28,6.5,52,1.37,15.4
