pulled_at,game_id,commence_time,home_team,away_team,bookmaker,bookmaker_name,last_update,market,name,price,point
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,paddypower,Paddy Power,2025-10-21T03:37:24Z,h2h,Leeds United,1.83,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,paddypower,Paddy Power,2025-10-21T03:37:24Z,h2h,West Ham United,4.33,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,paddypower,Paddy Power,2025-10-21T03:37:24Z,h2h,Draw,3.5,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,smarkets,Smarkets,2025-10-21T03:38:42Z,h2h,Leeds United,1.91,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,smarkets,Smarkets,2025-10-21T03:38:42Z,h2h,West Ham United,4.5,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,smarkets,Smarkets,2025-10-21T03:38:42Z,h2h,Draw,3.65,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,smarkets,Smarkets,2025-10-21T03:38:42Z,h2h_lay,Leeds United,1.93,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,smarkets,Smarkets,2025-10-21T03:38:42Z,h2h_lay,West Ham United,4.8,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,smarkets,Smarkets,2025-10-21T03:38:42Z,h2h_lay,Draw,3.75,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,betfair_ex_uk,Betfair,2025-10-21T03:38:16Z,h2h,Leeds United,1.91,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,betfair_ex_uk,Betfair,2025-10-21T03:38:16Z,h2h,West Ham United,4.6,
2025-10-21T03:39:11.558120+00:00,6d86e545ea83df137a693c5468a9bbcf,2025-10-24T19:00:00Z,Leeds United,West Ham United,betfair_ex_uk,Betfair,2025-10-21T03:38:16Z,h2h,Draw,3.7,
